"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",85,3594,11,3690,2022-04-14
"20 - 24",6,1028,3,1037,2022-04-14
"25 - 29",20,1751,3,1774,2022-04-14
"30 - 34",24,2441,15,2480,2022-04-14
"35 - 39",24,2510,14,2548,2022-04-14
"40 - 44",24,2771,22,2817,2022-04-14
"45 - 49",27,4036,41,4104,2022-04-14
"50 - 54",56,6165,110,6331,2022-04-14
"55 - 59",80,7495,190,7765,2022-04-14
"60 - 64",112,7939,365,8416,2022-04-14
"65 - 69",142,8085,741,8968,2022-04-14
"70 - 74",196,9622,1515,11333,2022-04-14
"75 - 79",239,9382,2541,12162,2022-04-14
"80 - 84",197,7861,2956,11014,2022-04-14
"85 - 89",162,5147,2239,7548,2022-04-14
">90",83,2375,1013,3471,2022-04-14
