"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",29,1535,6,1570,2021-10-07
"20 - 24",2,555,3,560,2021-10-07
"25 - 29",14,909,2,925,2021-10-07
"30 - 34",9,1317,11,1337,2021-10-07
"35 - 39",14,1507,10,1531,2021-10-07
"40 - 44",18,1876,13,1907,2021-10-07
"45 - 49",16,3045,28,3089,2021-10-07
"50 - 54",33,4685,77,4795,2021-10-07
"55 - 59",32,5656,133,5821,2021-10-07
"60 - 64",19,5631,247,5897,2021-10-07
"65 - 69",28,5514,520,6062,2021-10-07
"70 - 74",37,6459,1091,7587,2021-10-07
"75 - 79",37,6060,1792,7889,2021-10-07
"80 - 84",41,4742,2051,6834,2021-10-07
"85 - 89",25,2929,1499,4453,2021-10-07
">90",9,1291,635,1935,2021-10-07
