"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",68,3736,13,3817,2022-06-01
"20 - 24",3,1049,3,1055,2022-06-01
"25 - 29",13,1798,3,1814,2022-06-01
"30 - 34",10,2496,15,2521,2022-06-01
"35 - 39",13,2551,16,2580,2022-06-01
"40 - 44",15,2812,22,2849,2022-06-01
"45 - 49",13,4087,41,4141,2022-06-01
"50 - 54",41,6279,112,6432,2022-06-01
"55 - 59",38,7646,198,7882,2022-06-01
"60 - 64",41,8150,382,8573,2022-06-01
"65 - 69",63,8371,760,9194,2022-06-01
"70 - 74",79,10006,1542,11627,2022-06-01
"75 - 79",115,9784,2600,12499,2022-06-01
"80 - 84",88,8244,3008,11340,2022-06-01
"85 - 89",78,5464,2290,7832,2022-06-01
">90",42,2544,1050,3636,2022-06-01
