"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",68,4778,19,4865,2023-02-21
"20 - 24",2,1208,4,1214,2023-02-21
"25 - 29",9,2063,3,2075,2023-02-21
"30 - 34",17,2806,17,2840,2023-02-21
"35 - 39",18,2850,18,2886,2023-02-21
"40 - 44",16,3122,24,3162,2023-02-21
"45 - 49",14,4438,49,4501,2023-02-21
"50 - 54",26,6875,129,7030,2023-02-21
"55 - 59",47,8519,236,8802,2023-02-21
"60 - 64",52,9408,434,9894,2023-02-21
"65 - 69",100,10162,869,11131,2023-02-21
"70 - 74",102,12372,1722,14196,2023-02-21
"75 - 79",145,12889,2910,15944,2023-02-21
"80 - 84",153,11239,3327,14719,2023-02-21
"85 - 89",117,7775,2605,10497,2023-02-21
">90",50,3797,1258,5105,2023-02-21
