"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",30,1442,6,1478,2021-08-31
"20 - 24",9,522,3,534,2021-08-31
"25 - 29",15,858,2,875,2021-08-31
"30 - 34",15,1245,11,1271,2021-08-31
"35 - 39",15,1428,10,1453,2021-08-31
"40 - 44",24,1782,13,1819,2021-08-31
"45 - 49",19,2944,26,2989,2021-08-31
"50 - 54",38,4569,77,4684,2021-08-31
"55 - 59",31,5541,130,5702,2021-08-31
"60 - 64",33,5517,243,5793,2021-08-31
"65 - 69",32,5404,514,5950,2021-08-31
"70 - 74",51,6357,1073,7481,2021-08-31
"75 - 79",58,5956,1753,7767,2021-08-31
"80 - 84",50,4634,2015,6699,2021-08-31
"85 - 89",33,2858,1476,4367,2021-08-31
">90",15,1259,621,1895,2021-08-31
