"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",75,4574,16,4665,2022-12-23
"20 - 24",4,1187,4,1195,2022-12-23
"25 - 29",17,2019,3,2039,2022-12-23
"30 - 34",13,2742,16,2771,2022-12-23
"35 - 39",17,2787,18,2822,2022-12-23
"40 - 44",15,3060,24,3099,2022-12-23
"45 - 49",17,4365,47,4429,2022-12-23
"50 - 54",36,6746,125,6907,2022-12-23
"55 - 59",52,8341,221,8614,2022-12-23
"60 - 64",60,9126,423,9609,2022-12-23
"65 - 69",98,9742,840,10680,2022-12-23
"70 - 74",100,11835,1672,13607,2022-12-23
"75 - 79",169,12171,2825,15165,2022-12-23
"80 - 84",130,10530,3248,13908,2022-12-23
"85 - 89",129,7208,2519,9856,2022-12-23
">90",70,3495,1208,4773,2022-12-23
