"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",87,3160,11,3258,2022-03-12
"20 - 24",15,959,3,977,2022-03-12
"25 - 29",46,1592,3,1641,2022-03-12
"30 - 34",42,2243,13,2298,2022-03-12
"35 - 39",30,2357,13,2400,2022-03-12
"40 - 44",23,2645,21,2689,2022-03-12
"45 - 49",29,3892,37,3958,2022-03-12
"50 - 54",74,5920,101,6095,2022-03-12
"55 - 59",93,7155,176,7424,2022-03-12
"60 - 64",115,7460,346,7921,2022-03-12
"65 - 69",139,7459,709,8307,2022-03-12
"70 - 74",219,8846,1440,10505,2022-03-12
"75 - 79",232,8523,2436,11191,2022-03-12
"80 - 84",207,6981,2850,10038,2022-03-12
"85 - 89",170,4512,2132,6814,2022-03-12
">90",79,2017,943,3039,2022-03-12
