"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",59,1857,11,1927,2021-12-05
"20 - 24",12,632,3,647,2021-12-05
"25 - 29",22,1066,2,1090,2021-12-05
"30 - 34",21,1539,12,1572,2021-12-05
"35 - 39",42,1735,11,1788,2021-12-05
"40 - 44",52,2100,16,2168,2021-12-05
"45 - 49",61,3334,30,3425,2021-12-05
"50 - 54",88,5062,82,5232,2021-12-05
"55 - 59",124,6102,149,6375,2021-12-05
"60 - 64",151,6218,278,6647,2021-12-05
"65 - 69",211,6124,578,6913,2021-12-05
"70 - 74",279,7186,1212,8677,2021-12-05
"75 - 79",352,6876,2056,9284,2021-12-05
"80 - 84",288,5532,2407,8227,2021-12-05
"85 - 89",223,3493,1785,5501,2021-12-05
">90",78,1554,763,2395,2021-12-05
