"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",83,3395,11,3489,2022-03-27
"20 - 24",7,1008,3,1018,2022-03-27
"25 - 29",26,1696,3,1725,2022-03-27
"30 - 34",35,2361,14,2410,2022-03-27
"35 - 39",27,2454,13,2494,2022-03-27
"40 - 44",34,2711,21,2766,2022-03-27
"45 - 49",40,3968,40,4048,2022-03-27
"50 - 54",68,6048,108,6224,2022-03-27
"55 - 59",105,7331,180,7616,2022-03-27
"60 - 64",132,7695,353,8180,2022-03-27
"65 - 69",174,7771,721,8666,2022-03-27
"70 - 74",224,9212,1477,10913,2022-03-27
"75 - 79",273,8940,2482,11695,2022-03-27
"80 - 84",264,7412,2903,10579,2022-03-27
"85 - 89",204,4803,2194,7201,2022-03-27
">90",123,2170,979,3272,2022-03-27
