"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",73,4816,19,4908,2023-03-02
"20 - 24",5,1212,4,1221,2023-03-02
"25 - 29",10,2071,3,2084,2023-03-02
"30 - 34",17,2813,17,2847,2023-03-02
"35 - 39",15,2863,19,2897,2023-03-02
"40 - 44",20,3129,24,3173,2023-03-02
"45 - 49",19,4450,49,4518,2023-03-02
"50 - 54",30,6898,129,7057,2023-03-02
"55 - 59",65,8544,239,8848,2023-03-02
"60 - 64",60,9449,436,9945,2023-03-02
"65 - 69",106,10240,880,11226,2023-03-02
"70 - 74",146,12453,1731,14330,2023-03-02
"75 - 79",186,13002,2919,16107,2023-03-02
"80 - 84",195,11357,3339,14891,2023-03-02
"85 - 89",153,7854,2619,10626,2023-03-02
">90",73,3844,1265,5182,2023-03-02
