"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",81,4038,15,4134,2022-08-10
"20 - 24",6,1112,3,1121,2022-08-10
"25 - 29",16,1892,3,1911,2022-08-10
"30 - 34",18,2600,15,2633,2022-08-10
"35 - 39",11,2640,17,2668,2022-08-10
"40 - 44",13,2906,23,2942,2022-08-10
"45 - 49",13,4202,45,4260,2022-08-10
"50 - 54",36,6439,116,6591,2022-08-10
"55 - 59",55,7901,205,8161,2022-08-10
"60 - 64",65,8516,403,8984,2022-08-10
"65 - 69",90,8879,786,9755,2022-08-10
"70 - 74",135,10632,1589,12356,2022-08-10
"75 - 79",162,10607,2668,13437,2022-08-10
"80 - 84",158,8988,3087,12233,2022-08-10
"85 - 89",115,6062,2370,8547,2022-08-10
">90",58,2890,1109,4057,2022-08-10
