"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",97,3964,15,4076,2022-07-25
"20 - 24",10,1097,3,1110,2022-07-25
"25 - 29",19,1865,3,1887,2022-07-25
"30 - 34",14,2567,15,2596,2022-07-25
"35 - 39",11,2613,17,2641,2022-07-25
"40 - 44",22,2878,22,2922,2022-07-25
"45 - 49",29,4162,44,4235,2022-07-25
"50 - 54",37,6392,115,6544,2022-07-25
"55 - 59",48,7842,202,8092,2022-07-25
"60 - 64",93,8398,396,8887,2022-07-25
"65 - 69",116,8726,774,9616,2022-07-25
"70 - 74",159,10445,1569,12173,2022-07-25
"75 - 79",214,10349,2645,13208,2022-07-25
"80 - 84",175,8769,3058,12002,2022-07-25
"85 - 89",140,5888,2335,8363,2022-07-25
">90",79,2776,1092,3947,2022-07-25
