"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",59,4733,18,4810,2023-02-08
"20 - 24",3,1202,4,1209,2023-02-08
"25 - 29",10,2057,3,2070,2023-02-08
"30 - 34",15,2794,17,2826,2023-02-08
"35 - 39",10,2842,18,2870,2023-02-08
"40 - 44",15,3110,24,3149,2023-02-08
"45 - 49",12,4431,49,4492,2023-02-08
"50 - 54",26,6856,128,7010,2023-02-08
"55 - 59",40,8492,235,8767,2023-02-08
"60 - 64",48,9369,433,9850,2023-02-08
"65 - 69",86,10095,864,11045,2023-02-08
"70 - 74",89,12281,1712,14082,2023-02-08
"75 - 79",140,12769,2896,15805,2023-02-08
"80 - 84",122,11128,3309,14559,2023-02-08
"85 - 89",103,7695,2593,10391,2023-02-08
">90",47,3746,1249,5042,2023-02-08
