"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",63,4941,19,5023,2023-03-23
"20 - 24",5,1225,4,1234,2023-03-23
"25 - 29",11,2090,3,2104,2023-03-23
"30 - 34",15,2840,18,2873,2023-03-23
"35 - 39",16,2890,19,2925,2023-03-23
"40 - 44",16,3162,25,3203,2023-03-23
"45 - 49",18,4493,50,4561,2023-03-23
"50 - 54",40,6963,129,7132,2023-03-23
"55 - 59",68,8642,244,8954,2023-03-23
"60 - 64",75,9613,442,10130,2023-03-23
"65 - 69",114,10472,887,11473,2023-03-23
"70 - 74",164,12791,1751,14706,2023-03-23
"75 - 79",211,13392,2940,16543,2023-03-23
"80 - 84",222,11761,3382,15365,2023-03-23
"85 - 89",205,8153,2655,11013,2023-03-23
">90",71,4012,1284,5367,2023-03-23
