"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",37,1574,6,1617,2021-10-20
"20 - 24",2,559,3,564,2021-10-20
"25 - 29",12,925,2,939,2021-10-20
"30 - 34",12,1342,11,1365,2021-10-20
"35 - 39",10,1527,10,1547,2021-10-20
"40 - 44",15,1896,13,1924,2021-10-20
"45 - 49",24,3072,28,3124,2021-10-20
"50 - 54",31,4718,77,4826,2021-10-20
"55 - 59",34,5692,134,5860,2021-10-20
"60 - 64",37,5674,250,5961,2021-10-20
"65 - 69",47,5544,523,6114,2021-10-20
"70 - 74",66,6501,1095,7662,2021-10-20
"75 - 79",63,6098,1798,7959,2021-10-20
"80 - 84",82,4779,2065,6926,2021-10-20
"85 - 89",49,2959,1509,4517,2021-10-20
">90",24,1299,642,1965,2021-10-20
