"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",87,3054,10,3151,2022-03-07
"20 - 24",13,942,3,958,2022-03-07
"25 - 29",32,1571,3,1606,2022-03-07
"30 - 34",22,2215,13,2250,2022-03-07
"35 - 39",29,2321,13,2363,2022-03-07
"40 - 44",30,2616,21,2667,2022-03-07
"45 - 49",23,3871,37,3931,2022-03-07
"50 - 54",76,5877,100,6053,2022-03-07
"55 - 59",85,7098,176,7359,2022-03-07
"60 - 64",110,7385,346,7841,2022-03-07
"65 - 69",130,7372,702,8204,2022-03-07
"70 - 74",192,8751,1429,10372,2022-03-07
"75 - 79",203,8431,2422,11056,2022-03-07
"80 - 84",183,6879,2832,9894,2022-03-07
"85 - 89",149,4426,2123,6698,2022-03-07
">90",61,1983,932,2976,2022-03-07
