"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",71,3641,12,3724,2022-04-20
"20 - 24",4,1036,3,1043,2022-04-20
"25 - 29",19,1761,3,1783,2022-04-20
"30 - 34",18,2455,15,2488,2022-04-20
"35 - 39",19,2519,14,2552,2022-04-20
"40 - 44",17,2781,22,2820,2022-04-20
"45 - 49",21,4050,41,4112,2022-04-20
"50 - 54",55,6189,110,6354,2022-04-20
"55 - 59",70,7532,192,7794,2022-04-20
"60 - 64",101,7985,372,8458,2022-04-20
"65 - 69",139,8143,743,9025,2022-04-20
"70 - 74",176,9702,1521,11399,2022-04-20
"75 - 79",216,9478,2557,12251,2022-04-20
"80 - 84",179,7949,2969,11097,2022-04-20
"85 - 89",155,5212,2253,7620,2022-04-20
">90",84,2403,1023,3510,2022-04-20
