"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",78,2978,10,3066,2022-03-01
"20 - 24",12,918,3,933,2022-03-01
"25 - 29",25,1535,3,1563,2022-03-01
"30 - 34",29,2164,13,2206,2022-03-01
"35 - 39",27,2286,13,2326,2022-03-01
"40 - 44",26,2591,21,2638,2022-03-01
"45 - 49",31,3843,35,3909,2022-03-01
"50 - 54",60,5838,101,5999,2022-03-01
"55 - 59",65,7048,175,7288,2022-03-01
"60 - 64",99,7320,341,7760,2022-03-01
"65 - 69",130,7297,698,8125,2022-03-01
"70 - 74",173,8653,1422,10248,2022-03-01
"75 - 79",212,8326,2406,10944,2022-03-01
"80 - 84",169,6792,2818,9779,2022-03-01
"85 - 89",136,4353,2100,6589,2022-03-01
">90",51,1959,923,2933,2022-03-01
