"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",78,4035,16,4129,2022-08-08
"20 - 24",7,1111,3,1121,2022-08-08
"25 - 29",16,1890,3,1909,2022-08-08
"30 - 34",20,2595,15,2630,2022-08-08
"35 - 39",13,2638,17,2668,2022-08-08
"40 - 44",13,2901,23,2937,2022-08-08
"45 - 49",15,4199,45,4259,2022-08-08
"50 - 54",38,6435,115,6588,2022-08-08
"55 - 59",57,7895,205,8157,2022-08-08
"60 - 64",64,8505,403,8972,2022-08-08
"65 - 69",104,8857,786,9747,2022-08-08
"70 - 74",147,10607,1586,12340,2022-08-08
"75 - 79",166,10580,2668,13414,2022-08-08
"80 - 84",167,8963,3084,12214,2022-08-08
"85 - 89",122,6033,2366,8521,2022-08-08
">90",62,2869,1107,4038,2022-08-08
