"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",56,4173,16,4245,2022-09-23
"20 - 24",6,1129,3,1138,2022-09-23
"25 - 29",12,1928,3,1943,2022-09-23
"30 - 34",15,2631,16,2662,2022-09-23
"35 - 39",12,2673,17,2702,2022-09-23
"40 - 44",20,2945,23,2988,2022-09-23
"45 - 49",10,4239,45,4294,2022-09-23
"50 - 54",37,6513,120,6670,2022-09-23
"55 - 59",45,8006,208,8259,2022-09-23
"60 - 64",44,8639,406,9089,2022-09-23
"65 - 69",71,9063,803,9937,2022-09-23
"70 - 74",116,10914,1610,12640,2022-09-23
"75 - 79",128,10986,2701,13815,2022-09-23
"80 - 84",121,9348,3125,12594,2022-09-23
"85 - 89",89,6327,2409,8825,2022-09-23
">90",38,3037,1129,4204,2022-09-23
