"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",78,3018,11,3107,2022-03-04
"20 - 24",18,927,3,948,2022-03-04
"25 - 29",31,1549,3,1583,2022-03-04
"30 - 34",24,2194,13,2231,2022-03-04
"35 - 39",28,2307,13,2348,2022-03-04
"40 - 44",24,2607,21,2652,2022-03-04
"45 - 49",24,3859,36,3919,2022-03-04
"50 - 54",57,5865,100,6022,2022-03-04
"55 - 59",82,7065,175,7322,2022-03-04
"60 - 64",101,7352,343,7796,2022-03-04
"65 - 69",136,7335,699,8170,2022-03-04
"70 - 74",164,8709,1425,10298,2022-03-04
"75 - 79",202,8394,2414,11010,2022-03-04
"80 - 84",167,6838,2829,9834,2022-03-04
"85 - 89",143,4390,2109,6642,2022-03-04
">90",54,1970,927,2951,2022-03-04
