"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",92,2516,13,2621,2022-02-04
"20 - 24",25,805,3,833,2022-02-04
"25 - 29",36,1369,3,1408,2022-02-04
"30 - 34",47,1936,13,1996,2022-02-04
"35 - 39",42,2104,12,2158,2022-02-04
"40 - 44",27,2436,19,2482,2022-02-04
"45 - 49",37,3700,32,3769,2022-02-04
"50 - 54",64,5610,96,5770,2022-02-04
"55 - 59",84,6772,168,7024,2022-02-04
"60 - 64",94,7021,328,7443,2022-02-04
"65 - 69",118,6958,675,7751,2022-02-04
"70 - 74",152,8213,1385,9750,2022-02-04
"75 - 79",170,7960,2333,10463,2022-02-04
"80 - 84",156,6407,2730,9293,2022-02-04
"85 - 89",128,4066,2025,6219,2022-02-04
">90",44,1824,879,2747,2022-02-04
