"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",76,4104,16,4196,2022-08-25
"20 - 24",7,1120,3,1130,2022-08-25
"25 - 29",16,1911,3,1930,2022-08-25
"30 - 34",18,2613,16,2647,2022-08-25
"35 - 39",12,2651,17,2680,2022-08-25
"40 - 44",14,2921,23,2958,2022-08-25
"45 - 49",16,4216,45,4277,2022-08-25
"50 - 54",38,6471,117,6626,2022-08-25
"55 - 59",37,7948,207,8192,2022-08-25
"60 - 64",45,8581,404,9030,2022-08-25
"65 - 69",69,8971,793,9833,2022-08-25
"70 - 74",132,10763,1598,12493,2022-08-25
"75 - 79",134,10775,2689,13598,2022-08-25
"80 - 84",122,9160,3103,12385,2022-08-25
"85 - 89",102,6191,2386,8679,2022-08-25
">90",39,2965,1117,4121,2022-08-25
