"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",63,4216,15,4294,2022-10-07
"20 - 24",6,1138,4,1148,2022-10-07
"25 - 29",16,1937,3,1956,2022-10-07
"30 - 34",17,2645,16,2678,2022-10-07
"35 - 39",14,2686,17,2717,2022-10-07
"40 - 44",21,2963,23,3007,2022-10-07
"45 - 49",17,4257,46,4320,2022-10-07
"50 - 54",37,6542,120,6699,2022-10-07
"55 - 59",49,8060,210,8319,2022-10-07
"60 - 64",77,8697,407,9181,2022-10-07
"65 - 69",108,9155,807,10070,2022-10-07
"70 - 74",125,11045,1617,12787,2022-10-07
"75 - 79",191,11154,2716,14061,2022-10-07
"80 - 84",179,9517,3142,12838,2022-10-07
"85 - 89",149,6453,2423,9025,2022-10-07
">90",76,3100,1139,4315,2022-10-07
