"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",90,3935,14,4039,2022-07-19
"20 - 24",11,1091,3,1105,2022-07-19
"25 - 29",16,1853,3,1872,2022-07-19
"30 - 34",20,2555,15,2590,2022-07-19
"35 - 39",12,2604,16,2632,2022-07-19
"40 - 44",17,2871,22,2910,2022-07-19
"45 - 49",25,4154,44,4223,2022-07-19
"50 - 54",41,6378,114,6533,2022-07-19
"55 - 59",59,7809,200,8068,2022-07-19
"60 - 64",96,8346,396,8838,2022-07-19
"65 - 69",115,8679,771,9565,2022-07-19
"70 - 74",147,10385,1562,12094,2022-07-19
"75 - 79",212,10250,2637,13099,2022-07-19
"80 - 84",191,8672,3052,11915,2022-07-19
"85 - 89",152,5822,2325,8299,2022-07-19
">90",82,2732,1087,3901,2022-07-19
