"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",55,1770,10,1835,2021-11-25
"20 - 24",7,613,3,623,2021-11-25
"25 - 29",22,1022,2,1046,2021-11-25
"30 - 34",35,1492,12,1539,2021-11-25
"35 - 39",35,1663,10,1708,2021-11-25
"40 - 44",52,2031,15,2098,2021-11-25
"45 - 49",56,3249,30,3335,2021-11-25
"50 - 54",89,4932,80,5101,2021-11-25
"55 - 59",98,5960,144,6202,2021-11-25
"60 - 64",148,6026,267,6441,2021-11-25
"65 - 69",186,5920,560,6666,2021-11-25
"70 - 74",253,6960,1173,8386,2021-11-25
"75 - 79",323,6615,1959,8897,2021-11-25
"80 - 84",308,5281,2288,7877,2021-11-25
"85 - 89",227,3304,1694,5225,2021-11-25
">90",94,1468,728,2290,2021-11-25
