"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",62,4899,19,4980,2023-03-15
"20 - 24",5,1220,4,1229,2023-03-15
"25 - 29",14,2081,3,2098,2023-03-15
"30 - 34",20,2831,17,2868,2023-03-15
"35 - 39",16,2878,19,2913,2023-03-15
"40 - 44",19,3151,25,3195,2023-03-15
"45 - 49",25,4477,49,4551,2023-03-15
"50 - 54",51,6933,129,7113,2023-03-15
"55 - 59",73,8604,241,8918,2023-03-15
"60 - 64",82,9541,440,10063,2023-03-15
"65 - 69",126,10379,882,11387,2023-03-15
"70 - 74",172,12657,1742,14571,2023-03-15
"75 - 79",217,13242,2934,16393,2023-03-15
"80 - 84",248,11585,3360,15193,2023-03-15
"85 - 89",165,8049,2640,10854,2023-03-15
">90",82,3946,1279,5307,2023-03-15
