"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",56,1779,11,1846,2021-11-26
"20 - 24",4,616,3,623,2021-11-26
"25 - 29",24,1026,2,1052,2021-11-26
"30 - 34",33,1495,12,1540,2021-11-26
"35 - 39",37,1672,10,1719,2021-11-26
"40 - 44",46,2038,15,2099,2021-11-26
"45 - 49",59,3253,30,3342,2021-11-26
"50 - 54",95,4950,80,5125,2021-11-26
"55 - 59",102,5968,146,6216,2021-11-26
"60 - 64",155,6040,270,6465,2021-11-26
"65 - 69",196,5936,561,6693,2021-11-26
"70 - 74",254,6982,1173,8409,2021-11-26
"75 - 79",327,6638,1970,8935,2021-11-26
"80 - 84",303,5316,2305,7924,2021-11-26
"85 - 89",220,3329,1708,5257,2021-11-26
">90",93,1476,730,2299,2021-11-26
