"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",93,2718,10,2821,2022-02-14
"20 - 24",19,848,3,870,2022-02-14
"25 - 29",31,1442,3,1476,2022-02-14
"30 - 34",31,2062,13,2106,2022-02-14
"35 - 39",36,2188,12,2236,2022-02-14
"40 - 44",38,2489,19,2546,2022-02-14
"45 - 49",42,3755,33,3830,2022-02-14
"50 - 54",70,5691,97,5858,2022-02-14
"55 - 59",94,6875,170,7139,2022-02-14
"60 - 64",96,7124,334,7554,2022-02-14
"65 - 69",119,7068,683,7870,2022-02-14
"70 - 74",189,8353,1399,9941,2022-02-14
"75 - 79",188,8059,2350,10597,2022-02-14
"80 - 84",178,6528,2763,9469,2022-02-14
"85 - 89",119,4152,2057,6328,2022-02-14
">90",51,1871,890,2812,2022-02-14
