"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",63,4399,17,4479,2022-11-04
"20 - 24",7,1165,4,1176,2022-11-04
"25 - 29",14,1979,3,1996,2022-11-04
"30 - 34",18,2694,16,2728,2022-11-04
"35 - 39",19,2748,17,2784,2022-11-04
"40 - 44",21,3009,24,3054,2022-11-04
"45 - 49",17,4308,46,4371,2022-11-04
"50 - 54",47,6640,123,6810,2022-11-04
"55 - 59",47,8200,218,8465,2022-11-04
"60 - 64",71,8909,411,9391,2022-11-04
"65 - 69",116,9464,822,10402,2022-11-04
"70 - 74",135,11455,1646,13236,2022-11-04
"75 - 79",197,11674,2775,14646,2022-11-04
"80 - 84",180,10033,3197,13410,2022-11-04
"85 - 89",148,6849,2470,9467,2022-11-04
">90",67,3295,1176,4538,2022-11-04
