"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",68,4325,15,4408,2022-10-27
"20 - 24",8,1148,4,1160,2022-10-27
"25 - 29",15,1960,3,1978,2022-10-27
"30 - 34",16,2675,16,2707,2022-10-27
"35 - 39",17,2717,17,2751,2022-10-27
"40 - 44",25,2991,23,3039,2022-10-27
"45 - 49",22,4289,46,4357,2022-10-27
"50 - 54",46,6610,120,6776,2022-10-27
"55 - 59",60,8144,214,8418,2022-10-27
"60 - 64",84,8830,412,9326,2022-10-27
"65 - 69",139,9364,818,10321,2022-10-27
"70 - 74",155,11337,1637,13129,2022-10-27
"75 - 79",215,11523,2760,14498,2022-10-27
"80 - 84",200,9914,3186,13300,2022-10-27
"85 - 89",171,6732,2460,9363,2022-10-27
">90",64,3251,1168,4483,2022-10-27
