"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",82,3473,12,3567,2022-04-03
"20 - 24",14,1013,3,1030,2022-04-03
"25 - 29",23,1723,3,1749,2022-04-03
"30 - 34",26,2399,15,2440,2022-04-03
"35 - 39",25,2488,13,2526,2022-04-03
"40 - 44",27,2740,22,2789,2022-04-03
"45 - 49",34,4002,40,4076,2022-04-03
"50 - 54",63,6105,108,6276,2022-04-03
"55 - 59",89,7410,183,7682,2022-04-03
"60 - 64",114,7806,361,8281,2022-04-03
"65 - 69",174,7900,728,8802,2022-04-03
"70 - 74",217,9390,1489,11096,2022-04-03
"75 - 79",278,9106,2511,11895,2022-04-03
"80 - 84",254,7601,2930,10785,2022-04-03
"85 - 89",191,4956,2220,7367,2022-04-03
">90",108,2261,992,3361,2022-04-03
