"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",62,4669,18,4749,2023-01-17
"20 - 24",3,1195,4,1202,2023-01-17
"25 - 29",13,2042,3,2058,2023-01-17
"30 - 34",14,2781,17,2812,2023-01-17
"35 - 39",17,2828,18,2863,2023-01-17
"40 - 44",15,3090,24,3129,2023-01-17
"45 - 49",13,4415,49,4477,2023-01-17
"50 - 54",34,6822,125,6981,2023-01-17
"55 - 59",52,8431,230,8713,2023-01-17
"60 - 64",55,9305,426,9786,2023-01-17
"65 - 69",88,9990,857,10935,2023-01-17
"70 - 74",114,12144,1698,13956,2023-01-17
"75 - 79",167,12569,2865,15601,2023-01-17
"80 - 84",135,10920,3289,14344,2023-01-17
"85 - 89",126,7546,2566,10238,2023-01-17
">90",57,3662,1237,4956,2023-01-17
