"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",75,3767,13,3855,2022-06-16
"20 - 24",6,1056,3,1065,2022-06-16
"25 - 29",11,1812,3,1826,2022-06-16
"30 - 34",14,2499,15,2528,2022-06-16
"35 - 39",12,2555,16,2583,2022-06-16
"40 - 44",22,2826,22,2870,2022-06-16
"45 - 49",17,4098,42,4157,2022-06-16
"50 - 54",40,6306,113,6459,2022-06-16
"55 - 59",44,7670,198,7912,2022-06-16
"60 - 64",52,8167,386,8605,2022-06-16
"65 - 69",69,8414,762,9245,2022-06-16
"70 - 74",81,10071,1545,11697,2022-06-16
"75 - 79",126,9860,2604,12590,2022-06-16
"80 - 84",116,8304,3016,11436,2022-06-16
"85 - 89",94,5528,2296,7918,2022-06-16
">90",47,2574,1058,3679,2022-06-16
