"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",78,4044,15,4137,2022-08-11
"20 - 24",5,1113,3,1121,2022-08-11
"25 - 29",14,1894,3,1911,2022-08-11
"30 - 34",17,2602,16,2635,2022-08-11
"35 - 39",12,2641,17,2670,2022-08-11
"40 - 44",15,2905,23,2943,2022-08-11
"45 - 49",12,4204,45,4261,2022-08-11
"50 - 54",37,6441,116,6594,2022-08-11
"55 - 59",54,7907,205,8166,2022-08-11
"60 - 64",65,8520,402,8987,2022-08-11
"65 - 69",88,8884,786,9758,2022-08-11
"70 - 74",134,10650,1590,12374,2022-08-11
"75 - 79",156,10632,2670,13458,2022-08-11
"80 - 84",158,9001,3087,12246,2022-08-11
"85 - 89",115,6070,2370,8555,2022-08-11
">90",59,2896,1109,4064,2022-08-11
