"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",75,2321,12,2408,2022-01-27
"20 - 24",20,763,3,786,2022-01-27
"25 - 29",36,1292,3,1331,2022-01-27
"30 - 34",35,1832,13,1880,2022-01-27
"35 - 39",38,2023,12,2073,2022-01-27
"40 - 44",33,2378,18,2429,2022-01-27
"45 - 49",26,3649,32,3707,2022-01-27
"50 - 54",60,5546,93,5699,2022-01-27
"55 - 59",68,6701,164,6933,2022-01-27
"60 - 64",80,6933,322,7335,2022-01-27
"65 - 69",84,6885,666,7635,2022-01-27
"70 - 74",106,8124,1372,9602,2022-01-27
"75 - 79",130,7867,2316,10313,2022-01-27
"80 - 84",101,6319,2709,9129,2022-01-27
"85 - 89",80,4010,2018,6108,2022-01-27
">90",34,1792,871,2697,2022-01-27
