"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",35,1517,6,1558,2021-10-02
"20 - 24",2,552,3,557,2021-10-02
"25 - 29",8,905,2,915,2021-10-02
"30 - 34",12,1306,11,1329,2021-10-02
"35 - 39",15,1493,10,1518,2021-10-02
"40 - 44",15,1868,13,1896,2021-10-02
"45 - 49",12,3032,28,3072,2021-10-02
"50 - 54",21,4678,77,4776,2021-10-02
"55 - 59",24,5641,133,5798,2021-10-02
"60 - 64",25,5621,247,5893,2021-10-02
"65 - 69",29,5499,520,6048,2021-10-02
"70 - 74",25,6448,1091,7564,2021-10-02
"75 - 79",33,6047,1789,7869,2021-10-02
"80 - 84",46,4732,2047,6825,2021-10-02
"85 - 89",16,2925,1498,4439,2021-10-02
">90",11,1286,632,1929,2021-10-02
