"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",34,1376,6,1416,2021-08-09
"20 - 24",8,490,3,501,2021-08-09
"25 - 29",15,798,2,815,2021-08-09
"30 - 34",19,1174,10,1203,2021-08-09
"35 - 39",12,1361,10,1383,2021-08-09
"40 - 44",22,1696,12,1730,2021-08-09
"45 - 49",27,2878,25,2930,2021-08-09
"50 - 54",31,4466,77,4574,2021-08-09
"55 - 59",38,5435,130,5603,2021-08-09
"60 - 64",40,5434,243,5717,2021-08-09
"65 - 69",44,5325,506,5875,2021-08-09
"70 - 74",44,6272,1064,7380,2021-08-09
"75 - 79",44,5878,1732,7654,2021-08-09
"80 - 84",38,4569,1976,6583,2021-08-09
"85 - 89",37,2801,1450,4288,2021-08-09
">90",19,1229,609,1857,2021-08-09
