"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",78,4107,16,4201,2022-08-26
"20 - 24",7,1120,3,1130,2022-08-26
"25 - 29",16,1913,3,1932,2022-08-26
"30 - 34",16,2618,16,2650,2022-08-26
"35 - 39",12,2651,17,2680,2022-08-26
"40 - 44",16,2922,23,2961,2022-08-26
"45 - 49",16,4216,45,4277,2022-08-26
"50 - 54",38,6473,117,6628,2022-08-26
"55 - 59",38,7948,207,8193,2022-08-26
"60 - 64",48,8581,405,9034,2022-08-26
"65 - 69",74,8973,794,9841,2022-08-26
"70 - 74",119,10775,1599,12493,2022-08-26
"75 - 79",137,10785,2689,13611,2022-08-26
"80 - 84",125,9166,3104,12395,2022-08-26
"85 - 89",97,6203,2389,8689,2022-08-26
">90",37,2967,1119,4123,2022-08-26
