"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",69,4560,17,4646,2022-12-20
"20 - 24",3,1187,4,1194,2022-12-20
"25 - 29",16,2016,3,2035,2022-12-20
"30 - 34",13,2738,16,2767,2022-12-20
"35 - 39",14,2786,18,2818,2022-12-20
"40 - 44",18,3056,24,3098,2022-12-20
"45 - 49",21,4357,47,4425,2022-12-20
"50 - 54",33,6736,125,6894,2022-12-20
"55 - 59",56,8328,221,8605,2022-12-20
"60 - 64",52,9110,424,9586,2022-12-20
"65 - 69",92,9727,839,10658,2022-12-20
"70 - 74",101,11811,1671,13583,2022-12-20
"75 - 79",152,12141,2825,15118,2022-12-20
"80 - 84",129,10498,3244,13871,2022-12-20
"85 - 89",110,7186,2517,9813,2022-12-20
">90",65,3483,1206,4754,2022-12-20
