"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",84,3588,11,3683,2022-04-13
"20 - 24",5,1028,3,1036,2022-04-13
"25 - 29",19,1750,3,1772,2022-04-13
"30 - 34",21,2439,15,2475,2022-04-13
"35 - 39",26,2507,14,2547,2022-04-13
"40 - 44",23,2769,22,2814,2022-04-13
"45 - 49",31,4031,41,4103,2022-04-13
"50 - 54",58,6163,109,6330,2022-04-13
"55 - 59",80,7489,188,7757,2022-04-13
"60 - 64",112,7929,366,8407,2022-04-13
"65 - 69",153,8062,743,8958,2022-04-13
"70 - 74",199,9603,1515,11317,2022-04-13
"75 - 79",245,9365,2540,12150,2022-04-13
"80 - 84",203,7838,2954,10995,2022-04-13
"85 - 89",165,5135,2238,7538,2022-04-13
">90",85,2364,1012,3461,2022-04-13
