"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",59,4252,16,4327,2022-10-13
"20 - 24",4,1142,4,1150,2022-10-13
"25 - 29",16,1946,3,1965,2022-10-13
"30 - 34",20,2651,16,2687,2022-10-13
"35 - 39",17,2692,17,2726,2022-10-13
"40 - 44",27,2966,23,3016,2022-10-13
"45 - 49",18,4265,46,4329,2022-10-13
"50 - 54",46,6554,120,6720,2022-10-13
"55 - 59",51,8079,211,8341,2022-10-13
"60 - 64",77,8738,409,9224,2022-10-13
"65 - 69",139,9199,811,10149,2022-10-13
"70 - 74",162,11116,1625,12903,2022-10-13
"75 - 79",207,11259,2724,14190,2022-10-13
"80 - 84",209,9624,3151,12984,2022-10-13
"85 - 89",171,6534,2433,9138,2022-10-13
">90",79,3140,1147,4366,2022-10-13
