"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",63,4748,18,4829,2023-02-16
"20 - 24",3,1204,4,1211,2023-02-16
"25 - 29",9,2061,3,2073,2023-02-16
"30 - 34",20,2798,17,2835,2023-02-16
"35 - 39",11,2849,18,2878,2023-02-16
"40 - 44",16,3116,24,3156,2023-02-16
"45 - 49",12,4436,49,4497,2023-02-16
"50 - 54",22,6869,128,7019,2023-02-16
"55 - 59",48,8501,235,8784,2023-02-16
"60 - 64",48,9389,432,9869,2023-02-16
"65 - 69",88,10135,866,11089,2023-02-16
"70 - 74",88,12338,1718,14144,2023-02-16
"75 - 79",126,12841,2902,15869,2023-02-16
"80 - 84",134,11202,3317,14653,2023-02-16
"85 - 89",106,7751,2596,10453,2023-02-16
">90",51,3775,1255,5081,2023-02-16
