"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",41,1602,6,1649,2021-10-25
"20 - 24",9,560,3,572,2021-10-25
"25 - 29",13,933,2,948,2021-10-25
"30 - 34",14,1351,11,1376,2021-10-25
"35 - 39",13,1535,10,1558,2021-10-25
"40 - 44",22,1905,13,1940,2021-10-25
"45 - 49",21,3089,28,3138,2021-10-25
"50 - 54",35,4734,77,4846,2021-10-25
"55 - 59",43,5718,135,5896,2021-10-25
"60 - 64",51,5691,251,5993,2021-10-25
"65 - 69",48,5572,524,6144,2021-10-25
"70 - 74",79,6525,1101,7705,2021-10-25
"75 - 79",85,6124,1800,8009,2021-10-25
"80 - 84",93,4809,2075,6977,2021-10-25
"85 - 89",74,2971,1516,4561,2021-10-25
">90",34,1310,644,1988,2021-10-25
