"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",78,3513,12,3603,2022-04-05
"20 - 24",9,1019,3,1031,2022-04-05
"25 - 29",18,1732,3,1753,2022-04-05
"30 - 34",23,2411,15,2449,2022-04-05
"35 - 39",23,2492,14,2529,2022-04-05
"40 - 44",31,2745,22,2798,2022-04-05
"45 - 49",37,4007,41,4085,2022-04-05
"50 - 54",59,6123,109,6291,2022-04-05
"55 - 59",82,7434,186,7702,2022-04-05
"60 - 64",116,7839,362,8317,2022-04-05
"65 - 69",179,7943,732,8854,2022-04-05
"70 - 74",243,9438,1499,11180,2022-04-05
"75 - 79",281,9166,2518,11965,2022-04-05
"80 - 84",265,7661,2935,10861,2022-04-05
"85 - 89",196,4994,2225,7415,2022-04-05
">90",111,2287,998,3396,2022-04-05
