"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",66,4894,18,4978,2023-03-14
"20 - 24",6,1219,4,1229,2023-03-14
"25 - 29",11,2080,3,2094,2023-03-14
"30 - 34",20,2830,17,2867,2023-03-14
"35 - 39",17,2878,19,2914,2023-03-14
"40 - 44",19,3150,25,3194,2023-03-14
"45 - 49",22,4477,49,4548,2023-03-14
"50 - 54",46,6933,128,7107,2023-03-14
"55 - 59",66,8604,241,8911,2023-03-14
"60 - 64",90,9531,440,10061,2023-03-14
"65 - 69",119,10366,882,11367,2023-03-14
"70 - 74",183,12634,1740,14557,2023-03-14
"75 - 79",222,13218,2933,16373,2023-03-14
"80 - 84",238,11568,3360,15166,2023-03-14
"85 - 89",162,8034,2639,10835,2023-03-14
">90",80,3940,1279,5299,2023-03-14
