"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",87,3461,12,3560,2022-04-01
"20 - 24",11,1012,3,1026,2022-04-01
"25 - 29",23,1718,3,1744,2022-04-01
"30 - 34",23,2398,15,2436,2022-04-01
"35 - 39",30,2483,13,2526,2022-04-01
"40 - 44",32,2733,22,2787,2022-04-01
"45 - 49",35,3998,40,4073,2022-04-01
"50 - 54",60,6099,108,6267,2022-04-01
"55 - 59",87,7402,183,7672,2022-04-01
"60 - 64",122,7784,360,8266,2022-04-01
"65 - 69",184,7877,728,8789,2022-04-01
"70 - 74",223,9362,1488,11073,2022-04-01
"75 - 79",287,9075,2504,11866,2022-04-01
"80 - 84",269,7562,2931,10762,2022-04-01
"85 - 89",199,4935,2216,7350,2022-04-01
">90",116,2247,988,3351,2022-04-01
