"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",87,2870,11,2968,2022-02-21
"20 - 24",22,886,3,911,2022-02-21
"25 - 29",31,1494,3,1528,2022-02-21
"30 - 34",30,2118,13,2161,2022-02-21
"35 - 39",42,2237,12,2291,2022-02-21
"40 - 44",40,2539,20,2599,2022-02-21
"45 - 49",35,3804,34,3873,2022-02-21
"50 - 54",73,5762,99,5934,2022-02-21
"55 - 59",84,6954,171,7209,2022-02-21
"60 - 64",106,7221,337,7664,2022-02-21
"65 - 69",143,7165,690,7998,2022-02-21
"70 - 74",187,8508,1417,10112,2022-02-21
"75 - 79",217,8177,2380,10774,2022-02-21
"80 - 84",182,6648,2786,9616,2022-02-21
"85 - 89",145,4246,2079,6470,2022-02-21
">90",49,1912,910,2871,2022-02-21
