"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",30,1430,6,1466,2021-08-26
"20 - 24",7,517,3,527,2021-08-26
"25 - 29",13,847,2,862,2021-08-26
"30 - 34",21,1232,11,1264,2021-08-26
"35 - 39",17,1414,10,1441,2021-08-26
"40 - 44",17,1768,12,1797,2021-08-26
"45 - 49",20,2928,26,2974,2021-08-26
"50 - 54",32,4554,77,4663,2021-08-26
"55 - 59",31,5520,130,5681,2021-08-26
"60 - 64",39,5501,243,5783,2021-08-26
"65 - 69",37,5386,512,5935,2021-08-26
"70 - 74",47,6331,1070,7448,2021-08-26
"75 - 79",52,5940,1746,7738,2021-08-26
"80 - 84",47,4626,2002,6675,2021-08-26
"85 - 89",33,2855,1469,4357,2021-08-26
">90",14,1249,618,1881,2021-08-26
