"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",39,1510,6,1555,2021-09-30
"20 - 24",1,552,3,556,2021-09-30
"25 - 29",7,905,2,914,2021-09-30
"30 - 34",9,1306,11,1326,2021-09-30
"35 - 39",12,1490,10,1512,2021-09-30
"40 - 44",12,1866,13,1891,2021-09-30
"45 - 49",12,3029,28,3069,2021-09-30
"50 - 54",27,4667,77,4771,2021-09-30
"55 - 59",28,5637,133,5798,2021-09-30
"60 - 64",25,5618,247,5890,2021-09-30
"65 - 69",28,5497,520,6045,2021-09-30
"70 - 74",30,6443,1089,7562,2021-09-30
"75 - 79",37,6043,1789,7869,2021-09-30
"80 - 84",42,4726,2047,6815,2021-09-30
"85 - 89",24,2917,1497,4438,2021-09-30
">90",8,1285,631,1924,2021-09-30
